selling_price
1.655489949940214534e-01
3.510124080849219008e-01
-1.332531705413181333e-01
-6.628027136960408516e-02
1.181630910658418632e+00
2.148977162771706695e+00
1.278329473539424166e+00
-1.019356144197842484e+00
-2.506617957162621257e-02
-1.991441809687897677e-02
-4.052146399586791653e-02
-1.194516034339248467e+00
9.486167391556010742e-01
2.741429732367638650e+00
4.282888302061303998e-01
-6.432775565412943708e-01
-3.856894828039326151e-01
9.949825924283262069e-01
-6.535810794907888077e-01
-8.854103458544143601e-01
1.458641125155577312e+00
-1.338765355632171028e+00
-6.844916483392722295e-01
6.498145736202615153e-01
1.037278572970546514e-01
-1.246033649086720763e+00
-1.003900859773600773e+00
5.673863900243056868e-01
-8.751068229049198122e-01
-4.681176663998883325e-01
1.082562537499029087e+00
-5.041799967231189727e-01
-1.153301942541270497e+00
5.261722982263278281e-01
1.288632996488918492e+00
2.072112881568477505e+00
-9.575350065008756406e-01
6.240557662465252564e-01
-5.374603758499862938e-01
-4.166000516524160369e-01
9.383132162061066373e-01
1.407123510408105016e+00
1.649256299721225005e+00
-1.225426603187731889e+00
3.097983162869440421e-01
2.762036778266627302e+00
-1.050266713046325906e+00
4.705848107483506793e-02
9.434649776808538002e-01
1.268025950589929618e+00
-5.144835196726135207e-01
3.767712154586580486e-01
2.016113253172520936e-01
4.952617293778444618e-01
2.762036778266627302e+00
-1.328461832682676480e+00
2.380806429135332358e+00
1.113473106347512509e+00
2.645143517584613163e-02
-1.641637393898015274e-01
6.189040047717780935e-01
-1.426345300702873908e+00
-1.177978861170764224e-01
-1.544835814622060211e+00
-1.431497062177621071e+00
1.149535436670743094e+00
2.634324630142189094e-01
3.819229769334053226e-01
-2.259848770867683432e-01
-1.266640694985709636e+00
-6.793398868645249555e-01
-1.823030934258411007e+00
1.015589638327315081e+00
-3.444753910059547564e-01
-1.158453704016017660e+00
1.762595052165664145e+00
-9.678385294503700775e-01
9.206426743477238439e-01
-5.144835196726135207e-01
-4.114482901776687629e-01
-4.990282352483717543e-01
-5.866081803190746902e-01
1.140313802465491161e-01
-1.622112236743268765e+00
1.552454720445269887e-01
-7.823751163594696578e-01
-1.823030934258411007e+00
-4.732694278746356065e-01
2.994947933374495497e-01
6.858769039434921000e-01
4.798064449536027509e-01
9.331614547313593633e-01
-4.011447672281743260e-01
-3.393236295312074824e-01
-3.753859598544381226e-01
-1.476265662213174269e-02
5.221024254958230026e-02
1.655489949940214534e-01
1.025893161276809629e+00
1.149741507129732998e+00
1.886237327559597610e+00
-6.329740335917998229e-01
1.345302372711138172e+00
-1.823030934258411007e+00
6.086004818222836565e-01
1.391668225983863305e+00
4.488958761051193291e-01
-1.390282970379643324e+00
1.448337602206082764e+00
-3.084130606827241161e-01
2.119148482667465583e-01
-1.318158309733181932e+00
-7.591921897231070915e-01
-5.196352811473606836e-01
-1.106936089268545365e+00
1.000134353903073370e+00
8.198227022869202241e-01
1.037278572970546514e-01
6.240557662465252564e-01
7.270909957414699587e-01
2.891912703879550572e-01
1.319543565337401914e+00
1.020741399802062244e+00
-2.156813541372738785e-01
1.564767411535369801e+00
2.273701326909882692e-01
-2.620472074099989834e-01
5.364758211758223760e-01
1.613193969397994199e+00
1.346384261455380593e-01
2.170666097414938045e-01
9.949825924283262069e-01
-1.019356144197842484e+00
6.240557662465252564e-01
-7.330727590461383336e-01
2.762036778266627302e+00
3.664676925091636117e-01
8.312081139806570818e-02
-1.246033649086720763e+00
-5.917599417938219641e-01
8.764920785091397937e-01
1.592586923499005325e+00
5.467793441253168130e-01
-7.411610245614917991e-01
3.767712154586580486e-01
7.322427572162172327e-01
-4.011447672281743260e-01
-1.050266713046325906e+00
8.043674178626785132e-01
